ENERGYSTARScore,LargestPropertyUseType,LargestPropertyUseTypeGFA,Latitude,Longitude,Neighborhood,NumberofBuildings,NumberofFloors,PrimaryPropertyType,PropertyGFABuilding(s),PropertyGFAParking,PropertyGFATotal,PropertyName,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearBuilt
78.0,Residence Hall/Dormitory,33448.0,47.66238,-122.30801,NORTHEAST,1.0,3,Residence Hall,33448,0,33448,Upstairs Downstairs Apartments,None,0.0,None,0.0,1976
62.0,K-12 School,51704.0,47.58547,-122.3151,GREATER DUWAMISH,1.0,1,K-12 School,51704,0,51704,Beacon Hill International Elementary,None,0.0,None,0.0,1971
81.0,Hotel,155602.0,47.62023,-122.35951,MAGNOLIA / QUEEN ANNE,1.0,6,Hotel,118858,36744,155602,Homewood Suites by Hilton Seattle Downtonw,None,0.0,None,0.0,1998
94.0,Office,311736.0,47.61516,-122.33303,DOWNTOWN,1.0,16,Large Office,339240,141600,480840,1800 Ninth,Parking,123356.0,Fitness Center/Health Club/Gym,18239.0,1990
38.0,Social/Meeting Hall,8969.0,47.61634,-122.35385,DOWNTOWN,1.0,2,Mixed Use Property,10925,22867,33792,Olympic Sculpture Park,Parking,8540.0,Other - Entertainment/Public Assembly,1600.0,2006
43.0,Other,146689.0,47.61252,-122.34351,DOWNTOWN,1.0,12,Other,155500,38000,193500,Lenora,None,0.0,None,0.0,1985
65.0,Other - Utility,138602.0,47.53246,-122.33304,GREATER DUWAMISH,2.0,2,Other,137138,0,137138,South Transfer Station,None,0.0,None,0.0,2012
98.0,Hotel,36240.0,47.60721,-122.33451,DOWNTOWN,1.0,11,Hotel,36240,0,36240,The Hotel Seattle,None,0.0,None,0.0,1926
85.0,Office,24155.0,47.60789,-122.32249,EAST,1.0,3,Small and Mid-Sized Office,25151,0,25151,Swedish Cherry Building,None,0.0,None,0.0,1959
57.0,Other,20332.0,47.67642,-122.3035,NORTHEAST,1.0,1,Other,20332,0,20332,National Barricade Seattle,None,0.0,None,0.0,1946
23.0,Hospital (General Medical & Surgical),215602.0,47.62667,-122.32965,LAKE UNION,1.0,7,Hospital,201075,150455,351530,SCCA,None,0.0,None,0.0,2000
47.0,Office,35693.0,47.6032,-122.33663,DOWNTOWN,1.0,3,Small and Mid-Sized Office,32160,0,32160,Commuter Center LLC,Retail Store,14219.0,None,0.0,1906
12.0,Self-Storage Facility,25881.0,47.55662,-122.33728,GREATER DUWAMISH,1.0,1,Self-Storage Facility,25881,0,25881,OLD LIQUID CARBONIC CO,None,0.0,None,0.0,1930
75.0,K-12 School,127776.0,47.65708,-122.33803,LAKE UNION,1.0,3,K-12 School,127776,0,127776,Hamilton International Middle,None,0.0,None,0.0,2010
83.0,Office,95760.0,47.5992,-122.33223,DOWNTOWN,1.0,6,Small and Mid-Sized Office,79920,15840,95760,Washington Shoe Building,None,0.0,None,0.0,1900
4.0,Senior Care Community,43661.0,47.71069,-122.32674,NORTH,1.0,5,Senior Care Community,43661,0,43661,Foundation House at Northgate,Parking,0.0,None,0.0,1998
90.0,Office,22580.0,47.58686,-122.33469,GREATER DUWAMISH,1.0,1,Small and Mid-Sized Office,22580,0,22580,Guardian Security Systems,None,0.0,None,0.0,1927
77.0,Office,329850.0,47.62296,-122.3362,LAKE UNION,1.0,5,Large Office,508160,0,508160,Interurban Exchange IV/V & Van Vorst - SEDO,Parking,162894.0,Food Service,11846.0,2009
87.0,K-12 School,50956.0,47.69054,-122.29705,NORTHEAST,1.0,1,K-12 School,46732,0,46732,Wedgwood Elementary,None,0.0,None,0.0,1955
36.0,Retail Store,14428.0,47.6123,-122.34395,DOWNTOWN,1.0,2,Retail Store,26400,0,26400,N0030 - Patagonia/DKA,Office,7200.0,Parking,2788.0,1920
66.0,Residence Hall/Dormitory,26000.0,47.66281,-122.30819,NORTHEAST,1.0,3,Residence Hall,29084,0,29084,Alpha Delta Pi Chapter House,None,0.0,None,0.0,1950
90.0,Other,22200.0,47.59976,-122.33514,DOWNTOWN,1.0,3,Other,22200,0,22200,Alaskan Way,None,0.0,None,0.0,1900
1.0,Laboratory,103135.0,47.62405,-122.34036,LAKE UNION,1.0,4,Laboratory,102235,0,102235,UW Medicine Research Phase I,None,0.0,None,0.0,1963
1.0,Office,65434.0,47.66181,-122.31231,NORTHEAST,1.0,3,Large Office,65434,48510,113944,4545 Building 751,None,0.0,None,0.0,1960
55.0,Office,45799.0,47.60146,-122.33248,DOWNTOWN,1.0,6,Small and Mid-Sized Office,62176,13320,75496,Interurban Building,Retail Store,9739.0,Restaurant,4689.0,1900
58.0,Office,37500.0,47.719,-122.29966,NORTH,1.0,2,Small and Mid-Sized Office,37500,0,37500,Lake City Professional Center,None,0.0,None,0.0,1931
82.0,K-12 School,49468.0,47.64344,-122.3509,MAGNOLIA / QUEEN ANNE,1.0,4,K-12 School,48660,0,48660,"Seattle Country Day School Bldgs 1,2 & 4",None,0.0,None,0.0,2007
64.0,Office,24008.0,47.65708,-122.38383,MAGNOLIA / QUEEN ANNE,1.0,4,Small and Mid-Sized Office,29722,10849,40571,Fishermen's Commerce Building,None,0.0,None,0.0,1983
81.0,Office,58195.0,47.62003,-122.35706,MAGNOLIA / QUEEN ANNE,1.0,4,Small and Mid-Sized Office,58195,28800,86995,Queen Anne Plaza,Parking,28800.0,None,0.0,1985
62.0,Office,43813.0,47.59721,-122.31838,DOWNTOWN,1.0,1,Small and Mid-Sized Office,45145,0,45145,Pearl Warren Building,None,0.0,None,0.0,1988
98.0,Office,24023.0,47.55498,-122.32497,GREATER DUWAMISH,1.0,1,Small and Mid-Sized Office,24291,0,24291,LONG Building Technologies,None,0.0,None,0.0,1953
80.0,Hotel,88490.0,47.62025,-122.34314,LAKE UNION,1.0,6,Hotel,88100,28200,116300,Sequim Lodging Corp,Parking,28300.0,None,0.0,1997
57.0,Office,29258.0,47.60106,-122.33458,DOWNTOWN,1.0,5,Small and Mid-Sized Office,38376,0,38376,The Maynard Building,Retail Store,2409.0,None,0.0,1900
80.0,Office,20150.0,47.59508,-122.33378,GREATER DUWAMISH,1.0,2,Small and Mid-Sized Office,20150,0,20150,820,None,0.0,None,0.0,1920
96.0,Worship Facility,21936.0,47.70901,-122.35498,NORTHWEST,1.0,2,Worship Facility,21936,0,21936,Bethel Presbyterian Church,None,0.0,None,0.0,1951
46.0,Office,43495.0,47.66587,-122.38476,BALLARD,1.0,3,Small and Mid-Sized Office,43500,0,43500,SBC19613,None,0.0,None,0.0,1979
38.0,Non-Refrigerated Warehouse,43200.0,47.61467,-122.31777,EAST,1.0,2,Warehouse,43200,0,43200,LOFT BUILDING,None,0.0,None,0.0,1915
56.0,Other,42755.0,47.60112,-122.32785,DOWNTOWN,1.0,4,Other,61156,0,61156,Fire Station 10/FAC/EOC,Office,29219.0,None,0.0,2006
60.0,Non-Refrigerated Warehouse,22176.0,47.5193,-122.3213,GREATER DUWAMISH,1.0,1,Warehouse,22176,0,22176,9243 10TH AVE S (ID21897),None,0.0,None,0.0,1978
49.0,Non-Refrigerated Warehouse,85400.0,47.54853,-122.32814,GREATER DUWAMISH,1.0,1,Warehouse,85400,0,85400,NWCP-SEA Bldg A,None,0.0,None,0.0,1966
31.0,Hotel,348329.0,47.60681,-122.33078,DOWNTOWN,1.0,28,Hotel,331281,85000,416281,Renaissance Seattle Hotel,Parking,85000.0,None,0.0,1983
61.0,Non-Refrigerated Warehouse,114297.0,47.55152,-122.31869,GREATER DUWAMISH,1.0,4,Warehouse,114297,0,114297,Rainier Bottling Plant,None,0.0,None,0.0,1904
82.0,K-12 School,63500.0,47.73143,-122.32784,NORTHWEST,1.0,2,K-12 School,48925,0,48925,Paul G Allen Athletic Center,None,0.0,None,0.0,2014
92.0,Other,14840.0,47.66389,-122.37307,BALLARD,1.0,2,Mixed Use Property,31140,0,31140,Building C,Retail Store,9400.0,Non-Refrigerated Warehouse,6900.0,1910
68.0,Office,48546.0,47.62053,-122.35842,MAGNOLIA / QUEEN ANNE,1.0,4,Small and Mid-Sized Office,50283,25930,76213,J.G. Scripps Building,Parking,21454.0,Other,2406.0,1970
45.0,Hotel,542305.0,47.60804,-122.33391,DOWNTOWN,1.0,12,Hotel,542305,0,542305,Fairmont Olympic Seattle,Swimming Pool,0.0,None,0.0,1923
4.0,Worship Facility,31945.0,47.62232,-122.36101,MAGNOLIA / QUEEN ANNE,1.0,5,Worship Facility,31945,0,31945,Church of Scientology Washington State,Parking,0.0,None,0.0,1955
3.0,Non-Refrigerated Warehouse,32200.0,47.52549,-122.33064,GREATER DUWAMISH,1.0,1,Warehouse,33320,0,33320,Cloverdale Business Park Building B,Office,1200.0,None,0.0,1979
100.0,Retail Store,36940.0,47.61478,-122.31847,EAST,1.0,2,Retail Store,36940,0,36940,Capital Hill,None,0.0,None,0.0,1916
71.0,Office,50379.0,47.60207,-122.28481,CENTRAL,6.0,2,Small and Mid-Sized Office,75868,0,75868,Leschi Lakecenter,Restaurant,12622.0,Retail Store,6662.0,1956
41.0,Non-Refrigerated Warehouse,57910.0,47.5842,-122.32826,GREATER DUWAMISH,1.0,3,Warehouse,71283,0,71283,Pacific Coast Feather Corporate Office and Warehouse,Office,13373.0,None,0.0,1916
100.0,Non-Refrigerated Warehouse,63240.0,47.66724,-122.38553,BALLARD,1.0,2,Warehouse,63240,0,63240,Magnum Building,None,0.0,None,0.0,1941
90.0,Office,542461.0,47.61399,-122.33523,DOWNTOWN,1.0,23,Large Office,542671,205076,747747,1700 Seventh Ave,Parking,219045.0,Restaurant,9337.0,2000
71.0,Non-Refrigerated Warehouse,50628.0,47.56845,-122.32732,GREATER DUWAMISH,1.0,1,Warehouse,100386,0,100386,Spear Building,Other - Services,49758.0,None,0.0,1963
1.0,Senior Care Community,93397.0,47.72426,-122.35599,NORTHWEST,1.0,2,Senior Care Community,93397,0,93397,Foss Home and Village,None,0.0,None,0.0,1970
87.0,Office,220033.0,47.63264,-122.34171,MAGNOLIA / QUEEN ANNE,1.0,10,Large Office,381511,0,381511,West Lake Union Center,Parking,168978.0,None,0.0,1994
91.0,Office,161000.0,47.61641,-122.34112,DOWNTOWN,1.0,12,Large Office,206000,0,206000,Denny Building,Parking,51250.0,None,0.0,1968
100.0,K-12 School,119685.0,47.64342,-122.3997,MAGNOLIA / QUEEN ANNE,1.0,1,K-12 School,116101,0,116101,Catharine Blaine K-8,None,0.0,None,0.0,1952
82.0,Office,63871.0,47.59856,-122.33379,DOWNTOWN,1.0,6,Small and Mid-Sized Office,73260,0,73260,Westland Building,None,0.0,None,0.0,1907
80.0,Non-Refrigerated Warehouse,25649.0,47.57934,-122.32501,GREATER DUWAMISH,1.0,1,Warehouse,24990,0,24990,625 Building,Office,6728.0,None,0.0,1953
60.0,College/University,125000.0,47.61816,-122.33629,DOWNTOWN,1.0,7,University,126593,0,126593,Main Campus Center,None,0.0,None,0.0,1928
60.0,Non-Refrigerated Warehouse,93020.0,47.55515,-122.3275,GREATER DUWAMISH,1.0,1,Warehouse,93020,0,93020,NWCP-SEA Bldg U,None,0.0,None,0.0,1974
97.0,Office,21128.0,47.61992,-122.34539,LAKE UNION,1.0,2,Small and Mid-Sized Office,21128,0,21128,Space Needle Building,None,0.0,None,0.0,1959
5.0,Office,70074.0,47.6633,-122.37549,BALLARD,1.0,4,Small and Mid-Sized Office,71037,21055,92092,1455 Leary,None,0.0,None,0.0,2001
94.0,Hotel,35820.0,47.60223,-122.32889,DOWNTOWN,1.0,6,Hotel,35820,0,35820,REYNOLDS WORK RELEASE,None,0.0,None,0.0,1909
26.0,Other,45340.0,47.56785,-122.33361,GREATER DUWAMISH,1.0,1,Other,56608,0,56608,Cascade Designs Inc. ( Yosemite ),Office,11520.0,None,0.0,1940
36.0,"Repair Services (Vehicle, Shoe, Locksmith, etc)",20983.0,47.59523,-122.32334,GREATER DUWAMISH,1.0,1,Other,20993,0,20993,First Hill Street Car Maintenance Shop,None,0.0,None,0.0,2014
39.0,Parking,335109.0,47.70281,-122.32532,NORTH,1.0,6,Other,84739,335109,419848,Building 1,Movie Theater,65000.0,Medical Office,13567.0,2008
100.0,Retail Store,30000.0,47.53922,-122.28295,GREATER DUWAMISH,1.0,2,Retail Store,36740,17471,54211,King Plaza 6951,Supermarket/Grocery Store,5000.0,Parking,4000.0,2002
88.0,Retail Store,34038.0,47.58801,-122.32944,GREATER DUWAMISH,1.0,1,Retail Store,43794,0,43794,Outdoor Emporium,Office,9756.0,None,0.0,1975
66.0,Office,110746.0,47.58716,-122.32214,GREATER DUWAMISH,1.0,2,Large Office,112896,0,112896,Holgate Center,Parking,57500.0,None,0.0,1951
100.0,K-12 School,24152.0,47.60885,-122.2999,CENTRAL,1.0,2,K-12 School,24152,0,24152,Islamic School of Seattle,None,0.0,None,0.0,1929
90.0,Worship Facility,21624.0,47.71705,-122.28577,NORTH,1.0,1,Worship Facility,21624,0,21624,Lake City Presbyterian Church,None,0.0,None,0.0,1954
47.0,Office,16000.0,47.59976,-122.31441,CENTRAL,1.0,3,Small and Mid-Sized Office,25200,0,25200,ifo and associates,Retail Store,8000.0,None,0.0,1907
100.0,Non-Refrigerated Warehouse,24000.0,47.60528,-122.33627,DOWNTOWN,1.0,5,Warehouse,33300,0,33300,Meaves Building,Retail Store,6000.0,None,0.0,1900
37.0,Worship Facility,70292.0,47.6709,-122.27054,NORTHEAST,1.0,2,Worship Facility,70292,0,70292,Center for Spiritual Living,None,0.0,None,0.0,2008
89.0,Office,388934.0,47.6036,-122.33288,DOWNTOWN,1.0,15,Large Office,388934,0,388934,Dexter Horton Building,None,0.0,None,0.0,1922
62.0,Office,28380.0,47.62437,-122.33802,LAKE UNION,1.0,3,Small and Mid-Sized Office,16200,12180,28380,Clements Rice Building (Block 38W) - SEDO,None,0.0,None,0.0,1920
28.0,Other,119570.0,47.65529,-122.32133,NORTHEAST,1.0,6,Other,143439,0,143439,UW Benjamin Hall IRB,Parking,23869.0,None,0.0,2006
13.0,Office,36959.0,47.6367,-122.3285,LAKE UNION,1.0,3,Small and Mid-Sized Office,36959,13540,50499,RDM Building,Parking,13540.0,None,0.0,2000
95.0,K-12 School,20811.0,47.64725,-122.39977,MAGNOLIA / QUEEN ANNE,1.0,1,K-12 School,20811,0,20811,Our Lady of Fatima School & Gym,None,0.0,None,0.0,1953
63.0,Office,178625.0,47.61813,-122.35833,DOWNTOWN,1.0,7,Large Office,197203,80283,277486,3131 Elliott Avenue,Parking,87624.0,Other,14653.0,1986
56.0,Non-Refrigerated Warehouse,127800.0,47.62572,-122.33389,LAKE UNION,1.0,5,Warehouse,127800,0,127800,08185-Lake Union,None,0.0,None,0.0,1914
70.0,Office,93905.0,47.63376,-122.33968,LAKE UNION,1.0,7,Small and Mid-Sized Office,94002,0,94002,Lake Union Building,Parking,31348.0,None,0.0,1970
1.0,Office,37481.0,47.62799,-122.33132,LAKE UNION,1.0,1,Small and Mid-Sized Office,37740,0,37740,Fairview,Parking,0.0,None,0.0,1926
87.0,Self-Storage Facility,85521.0,47.61233,-122.3171,EAST,1.0,5,Self-Storage Facility,84870,0,84870,Madison Self Storage,None,0.0,None,0.0,1910
56.0,Office,25765.0,47.53827,-122.28406,GREATER DUWAMISH,1.0,1,Small and Mid-Sized Office,54765,0,54765,Seattle's Union Gospel Mission - Admin,Other,25000.0,None,0.0,1958
34.0,Office,20424.0,47.5956,-122.32292,GREATER DUWAMISH,1.0,2,Small and Mid-Sized Office,21315,0,21315,CSC Engineering (A),None,0.0,None,0.0,1973
75.0,Office,13661.0,47.63572,-122.37525,MAGNOLIA / QUEEN ANNE,1.0,1,Office,13661,0,13661,Central West HQ / Brown Bear,None,0.0,None,0.0,1952
96.0,Worship Facility,22895.0,47.5419,-122.28302,SOUTHEAST,1.0,3,Worship Facility,22895,0,22895,GRACE APOSTOLIC CHURCH,Parking,0.0,None,0.0,1981
96.0,Retail Store,72072.0,47.62237,-122.33805,LAKE UNION,1.0,2,Retail Store,58320,0,58320,Firestone Store#012432,None,0.0,None,0.0,1929
77.0,Office,22341.0,47.62054,-122.33807,LAKE UNION,1.0,4,Small and Mid-Sized Office,35780,0,35780,224 Westlake,Retail Store,8214.0,Parking,5225.0,1926
80.0,K-12 School,269297.0,47.67723,-122.31281,NORTHEAST,1.0,3,K-12 School,269297,0,269297,Roosevelt High,None,0.0,None,0.0,2006
12.0,Non-Refrigerated Warehouse,23545.0,47.55302,-122.33605,GREATER DUWAMISH,1.0,1,Warehouse,30545,0,30545,Mallory Safety & Supply LLC,Office,7000.0,None,0.0,1938
29.0,Hotel,277000.0,47.61069,-122.34653,DOWNTOWN,1.0,8,Hotel,215473,38800,254273,337v2-Seattle Waterfront Marriott,None,0.0,None,0.0,2003
57.0,Supermarket/Grocery Store,27382.0,47.57903,-122.29982,GREATER DUWAMISH,1.0,1,Supermarket and Grocery Store,50785,0,50785,70500849 -- Rainier Valley,None,0.0,None,0.0,1963
62.0,Other - Recreation,18489.0,47.68475,-122.38257,BALLARD,1.0,2,Other,29417,0,29417,Loyal Heights Community Center,Fitness Center/Health Club/Gym,8946.0,Pre-school/Daycare,1445.0,1950
55.0,Strip Mall,146363.0,47.5596,-122.38459,SOUTHWEST,1.0,6,Other,146363,0,146363,Jefferson Square SWAS1490/,None,0.0,None,0.0,1987
61.0,Office,51557.0,47.61256,-122.33808,DOWNTOWN,1.0,5,Small and Mid-Sized Office,73399,0,73399,Times Square Building,Retail Store,9976.0,None,0.0,1916
90.0,Office,22000.0,47.59856,-122.33248,DOWNTOWN,1.0,2,Small and Mid-Sized Office,36630,0,36630,Graybar Building,Distribution Center,11000.0,None,0.0,1930
77.0,Self-Storage Facility,48179.0,47.69316,-122.30487,NORTHEAST,1.0,6,Self-Storage Facility,41047,7132,48179,Metro Self Storage,None,0.0,None,0.0,2006
66.0,Restaurant,28800.0,47.59697,-122.32474,DOWNTOWN,1.0,3,Restaurant,28800,0,28800,BUSH GARDEN - RESTURANT & LOUNGE,None,0.0,None,0.0,1913
99.0,Hotel,25450.0,47.60035,-122.33379,DOWNTOWN,1.0,3,Hotel,25450,0,25450,J & M HOTEL BUILDING (ID25553),None,0.0,None,0.0,1900
57.0,Other - Recreation,35361.0,47.52472,-122.27074,SOUTHEAST,1.0,1,Other,53775,0,53775,Rainier Beach Community Center and Pool,Fitness Center/Health Club/Gym,12689.0,Office,2110.0,2013
100.0,Retail Store,69800.0,47.66178,-122.31812,NORTHEAST,1.0,2,Retail Store,69492,0,69492,University Center,Other,0.0,None,0.0,1987
57.0,Other,41022.0,47.54563,-122.27616,SOUTHEAST,1.0,2,Other,41022,0,41022,PARKWAY,None,0.0,None,0.0,1921
84.0,Office,125473.0,47.60923,-122.33625,DOWNTOWN,1.0,15,Large Office,151039,0,151039,Onni 1411 Fourth Development LP,None,0.0,None,0.0,1929
53.0,Distribution Center,43050.0,47.53158,-122.33568,DELRIDGE,1.0,1,Distribution Center,42900,0,42900,Intermountain Supply,None,0.0,None,0.0,1979
38.0,Supermarket/Grocery Store,25883.0,47.63776,-122.35606,MAGNOLIA / QUEEN ANNE,1.0,1,Supermarket and Grocery Store,25159,0,25159,Safeway 0368 - Queen Anne,Parking,0.0,None,0.0,1962
97.0,K-12 School,54986.0,47.65671,-122.39047,MAGNOLIA / QUEEN ANNE,1.0,2,K-12 School,54986,0,54986,Lawton Elementary,None,0.0,None,0.0,1990
99.0,K-12 School,33550.0,47.63111,-122.35814,MAGNOLIA / QUEEN ANNE,1.0,3,K-12 School,32691,0,32691,St. Anne School,None,0.0,None,0.0,1922
69.0,Non-Refrigerated Warehouse,15000.0,47.57941,-122.3336,GREATER DUWAMISH,1.0,2,Warehouse,20400,0,20400,A2A LLC,Office,5400.0,None,0.0,1926
21.0,Medical Office,40174.0,47.60845,-122.32637,EAST,1.0,6,Mixed Use Property,90439,9341,99780,Central Seattle,Parking,20868.0,Office,17020.0,1983
62.0,Office,50008.0,47.55623,-122.33316,GREATER DUWAMISH,1.0,1,Small and Mid-Sized Office,50008,0,50008,5050,None,0.0,None,0.0,1938
83.0,K-12 School,60814.0,47.56549,-122.39689,SOUTHWEST,1.0,1,K-12 School,41221,0,41221,Genesee Hill Elementary,None,0.0,None,0.0,1949
50.0,Office,14317.0,47.61768,-122.34139,DOWNTOWN,1.0,1,Small and Mid-Sized Office,23752,0,23752,7th & Bell Building,Retail Store,9435.0,Parking,0.0,1965
63.0,Other,27144.0,47.63132,-122.34136,MAGNOLIA / QUEEN ANNE,1.0,2,Other,27144,0,27144,NATIONAL SIGN,None,0.0,None,0.0,1920
84.0,Hotel,107547.0,47.62001,-122.34274,LAKE UNION,1.0,7,Hotel,115718,34735,150453,Rainier Hospitality,Restaurant,3000.0,None,0.0,2000
96.0,K-12 School,55166.0,47.6329,-122.35172,MAGNOLIA / QUEEN ANNE,1.0,2,K-12 School,51582,0,51582,John Hay Elementary,None,0.0,None,0.0,1989
98.0,Office,348969.0,47.60403,-122.33497,DOWNTOWN,1.0,22,Large Office,384302,0,384302,Seattle Exchange Building,Convenience Store without Gas Station,3291.899902,Food Service,1437.0,1929
13.0,Office,50235.0,47.64037,-122.32626,LAKE UNION,1.0,4,Small and Mid-Sized Office,54175,31210,85385,Northwest Building,Parking,25525.0,Data Center,2875.0,1978
5.0,Medical Office,20106.0,47.57296,-122.38643,SOUTHWEST,1.0,3,Medical Office,28304,12000,40304,Swedish Health Services,Parking,16412.0,None,0.0,1984
87.0,Office,24291.0,47.70008,-122.30321,NORTH,1.0,2,Small and Mid-Sized Office,24291,0,24291,Willow Creek (Buildings 1 & 2),None,0.0,None,0.0,1974
83.0,Office,35840.0,47.60961,-122.33566,DOWNTOWN,1.0,5,Small and Mid-Sized Office,35840,0,35840,4th Avenue Building,None,0.0,None,0.0,1907
3.0,Other - Services,18262.0,47.52956,-122.33592,DELRIDGE,1.0,1,Other,26232,0,26232,(ID23120) WASTE MANAGEMENT,Office,7970.0,None,0.0,1971
92.0,K-12 School,30740.0,47.66389,-122.33692,LAKE UNION,1.0,2,K-12 School,33300,0,33300,St. Benedict School,None,0.0,None,0.0,1910
80.0,Office,7245.0,47.65205,-122.3218,NORTHEAST,1.0,1,Mixed Use Property,20233,0,20233,George Pocock Memorial Rowing Center,Non-Refrigerated Warehouse,6644.0,Other,6344.0,1998
30.0,Hotel,21600.0,47.59766,-122.32394,DOWNTOWN,1.0,3,Hotel,28800,0,28800,Weller & Second Associates,Restaurant,7200.0,None,0.0,1908
91.0,Non-Refrigerated Warehouse,32700.0,47.5741,-122.32541,GREATER DUWAMISH,1.0,2,Warehouse,32400,0,32400,3300,None,0.0,None,0.0,1955
80.0,Self-Storage Facility,24000.0,47.66351,-122.37961,BALLARD,1.0,2,Self-Storage Facility,24000,0,24000,Ballard Mini Storage,None,0.0,None,0.0,1902
9.0,Parking,24288.0,47.66272,-122.31798,NORTHEAST,1.0,2,Mixed Use Property,32928,0,32928,Trader Joes/AAA,Retail Store,16710.0,Office,16128.0,1999
3.0,Non-Refrigerated Warehouse,32040.0,47.5316,-122.333,GREATER DUWAMISH,1.0,1,Warehouse,32000,0,32000,Kenyon Industrial Park Building D,None,0.0,None,0.0,1966
17.0,Bank Branch,19183.0,47.6616,-122.31393,NORTHEAST,1.0,2,Mixed Use Property,19193,15755,34948,2967-University District,Parking,19183.0,None,0.0,1976
60.0,Bank Branch,23230.0,47.60985,-122.33527,DOWNTOWN,1.0,2,Other,25920,0,25920,5265050802 - WM1084 Fifth and Union,None,0.0,None,0.0,1941
56.0,Distribution Center,85343.0,47.57658,-122.33054,GREATER DUWAMISH,1.0,2,Distribution Center,92792,0,92792,Hullin Transfer Building,Office,13435.0,None,0.0,1962
97.0,K-12 School,59014.0,47.54025,-122.3885,SOUTHWEST,1.0,3,K-12 School,58118,0,58118,Gatewood Elementary,None,0.0,None,0.0,1991
66.0,Office,19785.0,47.54494,-122.32543,GREATER DUWAMISH,1.0,1,Small and Mid-Sized Office,35017,0,35017,"Pacific Georgetown Center, LLC",Non-Refrigerated Warehouse,10234.0,Parking,0.0,1969
96.0,Office,343400.0,47.59878,-122.33088,DOWNTOWN,1.0,8,Large Office,321473,124788,446261,King Street Center,Parking,114237.0,None,0.0,1998
62.0,Other - Recreation,16000.0,47.59625,-122.32283,DOWNTOWN,1.0,1,Other,16000,0,16000,International district/Chinatown CC,None,0.0,None,0.0,2004
57.0,Other - Recreation,18261.0,47.54067,-122.37441,DELRIDGE,1.0,1,Other,18261,0,18261,High Point Community Center,None,0.0,None,0.0,1982
38.0,Office,12100.0,47.59954,-122.33201,DOWNTOWN,1.0,3,Small and Mid-Sized Office,38675,0,38675,Duncan Building,Restaurant,4281.0,None,0.0,1900
4.0,Office,34160.0,47.6404,-122.32553,LAKE UNION,1.0,4,Small and Mid-Sized Office,35526,21906,57432,2324 Eastlake,Parking,19650.0,None,0.0,1986
65.0,Office,12000.0,47.60284,-122.33407,DOWNTOWN,1.0,3,Mixed Use Property,28600,0,28600,Good Arts Building,Retail Store,11000.0,Restaurant,3000.0,1903
89.0,Office,808980.0,47.60615,-122.33388,DOWNTOWN,1.0,49,Large Office,754455,368980,1123435,Safeco Plaza,Parking,232248.0,Other,30329.0,1969
24.0,Parking,65000.0,47.64132,-122.31644,EAST,1.0,2,Other,20110,65640,85750,Ignatius Hall,K-12 School,20000.0,None,0.0,1999
63.0,Office,157345.0,47.58995,-122.33472,GREATER DUWAMISH,1.0,6,Large Office,157345,0,157345,Home Plate Center,None,0.0,None,0.0,2012
100.0,Self-Storage Facility,21018.0,47.61234,-122.31628,CENTRAL,1.0,1,Self-Storage Facility,24248,0,24248,TRW Building,Parking,3230.0,None,0.0,1962
87.0,Non-Refrigerated Warehouse,234144.0,47.55901,-122.33328,GREATER DUWAMISH,1.0,1,Warehouse,234144,0,234144,8109,None,0.0,None,0.0,1937
56.0,Worship Facility,27338.0,47.6201,-122.34071,LAKE UNION,1.0,1,Worship Facility,27338,0,27338,Seattle Unity Church,None,0.0,None,0.0,1960
73.0,Non-Refrigerated Warehouse,30375.0,47.51127,-122.281,GREATER DUWAMISH,1.0,1,Warehouse,30375,0,30375,WALL & CEILING SUPPLY CO INC,None,0.0,None,0.0,1981
85.0,Retail Store,85572.0,47.66246,-122.29898,NORTHEAST,1.0,2,Retail Store,93803,0,93803,BLDG D,Restaurant,2950.0,Other,2500.0,1956
77.0,K-12 School,29525.0,47.52526,-122.27092,SOUTHEAST,1.0,2,K-12 School,29525,0,29525,South Lake High,None,0.0,None,0.0,2008
86.0,Non-Refrigerated Warehouse,616000.0,47.51138,-122.28875,GREATER DUWAMISH,3.0,2,Warehouse,714095,0,714095,Seattle 11-13,Refrigerated Warehouse,276000.0,Office,71000.0,1961
28.0,Police Station,88830.0,47.61623,-122.33657,DOWNTOWN,1.0,2,Other,60090,37198,97288,West Precinct,None,0.0,None,0.0,1999
30.0,Office,29255.0,47.63575,-122.33895,MAGNOLIA / QUEEN ANNE,1.0,4,Small and Mid-Sized Office,30840,0,30840,Waterworks Offices + Marina,Restaurant,1180.0,None,0.0,1965
57.0,Office,32739.0,47.64901,-122.35516,MAGNOLIA / QUEEN ANNE,1.0,3,Small and Mid-Sized Office,34106,0,34106,Canal Place - 150 Building,None,0.0,None,0.0,1980
67.0,Office,20183.0,47.60237,-122.33365,DOWNTOWN,1.0,3,Small and Mid-Sized Office,23563,0,23563,Howard Building,Restaurant,3380.0,None,0.0,1902
97.0,Office,914832.0,47.6074,-122.33777,DOWNTOWN,1.0,42,Large Office,1592914,0,1592914,Russell Investments Center,Parking,348788.0,Financial Office,303910.0,2005
99.0,Retail Store,24982.0,47.70747,-122.32249,NORTH,1.0,1,Retail Store,24982,0,24982,Tux Shop,None,0.0,None,0.0,1965
