,BuildingType,PrimaryPropertyType,PropertyName,ZipCode,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),DefaultData,ComplianceStatus,TotalGHGEmissions,GHGEmissionsIntensity
1606,Nonresidential COS,Other,Meadowbrook Community Center/Pool,98125.0,5,NORTH,47.70544,-122.2918,1996,0.0,2,29258,0,29258,"Fitness Center/Health Club/Gym, Other - Recreation, Swimming Pool",Other - Recreation,31991.0,Fitness Center/Health Club/Gym,2648.0,Swimming Pool,0.0,,233.5,247.3999939,402.5,417.2000122,8086943.5,8571176.0,0.0,2608582.0,5478361.0,False,Compliant,309.14,10.57
1607,NonResidential,Small- and Mid-Sized Office,Lake City Professional Center,98125.0,5,NORTH,47.719,-122.29966,1931,1.0,2,37500,0,37500,Office,Office,37500.0,,,,,58.0,59.59999847,65.30000305,152.6000061,160.6999969,2235765.5,2448649.75,0.0,1614256.0,621509.0,False,Compliant,44.26,1.18
1608,Multifamily LR (1-4),Low-Rise Multifamily,Park Meadow Apartments,98125.0,5,NORTH,47.70647,-122.30126,1990,1.0,3,28392,0,28392,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,21642.0,Parking,11386.0,Retail Store,6750.0,56.0,44.59999847,46.20000076,140.1000061,145.1000061,1212883.75,1256613.5,0.0,1212883.0,0.0,False,Compliant,8.46,0.3
1609,NonResidential,K-12 School,Bliss Hall,98125.0,5,NORTHWEST,47.73143,-122.32784,1930,1.0,3,23983,0,23983,K-12 School,K-12 School,23983.0,,,,,61.0,48.5,53.0,104.9000015,110.5999985,1164364.75,1270514.75,0.0,618998.0,545367.0,False,Compliant,33.28,1.39
1610,NonResidential,Distribution Center,Jack Warehouse,98106.0,1,DELRIDGE,47.55832,-122.35239,1980,1.0,1,24100,0,24100,"Distribution Center, Non-Refrigerated Warehouse",Distribution Center,20100.0,Non-Refrigerated Warehouse,3500.0,,,22.0,34.29999924,39.79999924,60.09999847,65.90000153,809870.8125,939941.6875,0.0,271509.0,538362.0,False,Compliant,30.49,1.27
1611,NonResidential,Worship Facility,Freedom Church,98126.0,1,SOUTHWEST,47.51709,-122.37797,1971,1.0,1,23772,0,23772,Worship Facility,Worship Facility,23772.0,,,,,100.0,4.199999809,4.199999809,13.30000019,13.30000019,100841.7031,100841.7031,0.0,100842.0,0.0,False,Non-Compliant,0.7,0.03
1612,Multifamily LR (1-4),Low-Rise Multifamily,Graham Terrace View Condo,98126.0,1,SOUTHWEST,47.54685,-122.37676,1979,1.0,3,24371,0,24371,Multifamily Housing,Multifamily Housing,20319.0,,,,,10.0,38.5,39.90000153,120.8000031,125.0999985,781682.5,809833.125,0.0,781682.0,0.0,False,Compliant,5.45,0.22
1613,NonResidential,K-12 School,University Child Development School,98105.0,4,NORTHEAST,47.66665,-122.31818,2004,3.0,2,31343,0,31343,K-12 School,K-12 School,51515.0,,,,,5.0,74.69999695,83.0,144.8999939,153.6999969,3846501.25,4277566.0,0.0,1639135.0,2207366.0,False,Compliant,128.66,4.1
1614,Multifamily LR (1-4),Low-Rise Multifamily,Granada Condominiums,98136.0,1,SOUTHWEST,47.55667,-122.3874,1980,1.0,4,34142,0,34142,Multifamily Housing,Multifamily Housing,34142.0,,,,,79.0,22.39999962,24.0,70.30000305,75.30000305,764832.6875,818431.6875,0.0,764833.0,0.0,False,Compliant,5.33,0.16
1615,Multifamily MR (5-9),Mid-Rise Multifamily,The Grande,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62531,-122.36513,1995,1.0,5,32927,415,32512,Multifamily Housing,Multifamily Housing,32927.0,,,,,62.0,34.5,36.70000076,78.59999847,82.0,1137513.625,1208117.875,0.0,666443.0,471070.0,False,Compliant,29.66,0.9
1616,Multifamily HR (10+),High-Rise Multifamily,Grandview Condominiums,98121.0,7,DOWNTOWN,47.61388,-122.34405,1979,1.0,27,117069,0,117069,"Multifamily Housing, Parking, Retail Store, Swimming Pool",Multifamily Housing,164210.0,Parking,25600.0,Retail Store,6200.0,,34.90000153,38.40000153,108.5999985,119.4000015,5952875.0,6547260.0,0.0,5863982.0,88892.0,False,Compliant,45.6,0.39
1617,Multifamily MR (5-9),Mid-Rise Multifamily,Grandview Plaza Condominiums,98105.0,4,NORTHEAST,47.66206,-122.31924,1996,1.0,6,30713,0,30713,"Multifamily Housing, Office",Multifamily Housing,21454.0,Office,4139.0,,,,30.60000038,33.40000153,73.80000305,78.19999695,783651.5,855469.875,0.0,509461.0,274190.0,False,Compliant,18.11,0.59
1618,Multifamily MR (5-9),Mid-Rise Multifamily,Green Lake Condominium,98115.0,6,NORTHWEST,47.67946,-122.32427,2003,1.0,6,125774,0,125774,"Food Sales, Food Service, Medical Office, Multifamily Housing, Other",Multifamily Housing,79586.0,Other,12051.0,Food Sales,3764.0,,27.29999924,27.29999924,80.80000305,80.80000305,2735056.0,2735056.0,0.0,2495230.0,239825.0,False,Compliant,30.13,0.24
1619,NonResidential,Mixed Use Property,Lakeside Plaza,98103.0,6,NORTHWEST,47.68582,-122.33709,1996,1.0,3,55912,22850,33062,"Office, Parking, Retail Store",Parking,24052.0,Office,23501.0,Retail Store,9561.0,,74.09999847,74.09999847,232.6999969,232.6999969,2450442.75,2450442.75,0.0,2450443.0,0.0,False,Compliant,17.08,0.31
1620,NonResidential,Other,Max Performance,98199.0,7,MAGNOLIA / QUEEN ANNE,47.65843,-122.38435,1957,1.0,2,20294,0,20294,"Office, Other",Other,18000.0,Office,2294.0,,,,85.5,90.90000153,145.1000061,150.1000061,1735995.75,1845057.875,0.0,536408.0,1199588.0,False,Compliant,67.45,3.32
1621,NonResidential,Small- and Mid-Sized Office,Fishermen's Commerce Building,98199.0,7,MAGNOLIA / QUEEN ANNE,47.65708,-122.38383,1983,1.0,4,40571,10849,29722,Office,Office,24008.0,,,,,64.0,53.59999847,53.59999847,168.3000031,168.3000031,1286817.375,1286817.375,0.0,1286817.0,0.0,False,Compliant,8.97,0.22
